time,seed,eigh
0,11,0.4920621998369843
4,11,1.0178034611867415
8,11,1.9217762606108224
12,11,1.8994550802546297
16,11,2.1204149505821097
20,11,2.209764815084846
24,11,2.211329141746384
28,11,1.8465949456489497
32,11,1.5567412991768927
36,11,1.1142567022422993
40,11,1.800543056030523
44,11,1.582422909188328
48,11,1.4863142808165806
52,11,2.381477398557343
56,11,1.6252187728765866
60,11,1.572742470558104
64,11,1.699133194183735
68,11,1.4867203124004253
72,11,1.9198220060864621
76,11,1.834201243017924
80,11,3.582772823188179
84,11,2.961835959397344
88,11,3.730295391277949
92,11,1.2537033502482868
96,11,1.2164694422688374
100,11,1.24639078755044
104,11,2.133045425713594
108,11,1.4493382923929197
112,11,1.7223242937987218
116,11,2.2619062571655753
120,11,1.5912292901254568
124,11,1.173511836919966
128,11,2.242087198208669
132,11,1.620054218454107
136,11,2.053217302834098
140,11,1.9919294953998663
144,11,1.318098308820389
148,11,2.2078346280904375
152,11,1.9987300152354297
156,11,3.6990605110667785
160,11,2.771846303639992
164,11,2.2795962398812972
168,11,1.4304645696859117
172,11,2.8775342280267986
176,11,2.7913489645783875
180,11,2.3232739599030046
184,11,1.7912171430152835
188,11,1.869740394802822
192,11,2.2143942705665123
196,11,1.2526364412446427
200,11,1.2929681648040419
204,11,1.9189913072675984
208,11,3.0114026623311325
212,11,1.7210308253296254
216,11,1.25690130086364
220,11,1.7839729813560692
224,11,2.092393483356228
228,11,1.2760286911750307
232,11,1.9169513733611845
236,11,3.8653901777274142
240,11,1.8926026928201158
244,11,1.257209517211855
248,11,2.141712360371676
252,11,1.8565293718891358
256,11,2.361366814266996
260,11,2.9559661792658685
264,11,1.322734466533859
268,11,2.7558281778724067
272,11,0.9959340707621503
276,11,2.8299968981794597
280,11,3.4312580451863823
284,11,6.578454345118954
288,11,3.3490252996277574
292,11,2.8762882313142164
296,11,3.70300180282655
300,11,2.0495252639962174
304,11,1.885013510787699
308,11,3.130024795513974
312,11,1.66688846718564
316,11,1.305043841301061
320,11,2.0951799663224553
324,11,1.1199895400013478
328,11,2.7359536635082615
332,11,1.7277231618711366
336,11,2.692427123187738
340,11,2.2343687320620096
344,11,1.7824532067400405
348,11,2.2720861882462877
352,11,1.5396425935481433
356,11,1.579427774789179
360,11,2.5205263571631202
364,11,1.2851757203062746
368,11,3.234051083178114
372,11,1.440981971468974
376,11,1.5893189094794353
380,11,2.661422690094241
384,11,1.0878111995323025
388,11,3.3079896496042425
392,11,1.3939637828445586
396,11,1.3649030682045324
0,13,0.48490879707345336
4,13,0.9244239180886745
8,13,1.8506570789796053
12,13,2.0105875279821173
16,13,2.901365278390967
20,13,1.6152996863824818
24,13,2.0304774417114255
28,13,1.4030294414569984
32,13,1.6015871602366727
36,13,1.1872457642836884
40,13,2.0491458729520438
44,13,2.449043483475411
48,13,1.67901818690152
52,13,2.0115142127450407
56,13,1.626304186555608
60,13,2.1669198170351165
64,13,1.5048130156016275
68,13,1.925831007681918
72,13,2.948819920845088
76,13,1.8575245286654243
80,13,1.3195423097753864
84,13,2.7796047874863734
88,13,3.482666238364047
92,13,1.4011972943502151
96,13,0.8652569440159071
100,13,2.0327846369512756
104,13,1.3364211458926527
108,13,1.388123898562337
112,13,1.7394672357429075
116,13,2.1988662254091893
120,13,1.169607026625943
124,13,1.3938982804253948
128,13,1.563414323733002
132,13,1.2414017042470704
136,13,1.816050966296012
140,13,1.6394807259699702
144,13,1.3293595236333655
148,13,1.6553046080200853
152,13,2.5154077725717934
156,13,6.885539857144707
160,13,2.0010520210859304
164,13,3.107269696164085
168,13,1.9727860125167618
172,13,4.083775249815887
176,13,3.6320246757043435
180,13,1.862039117481013
184,13,1.739265069174285
188,13,1.541207237150147
192,13,1.4798312473870479
196,13,1.292130170711271
200,13,1.4069013397911567
204,13,1.3177384171665774
208,13,2.347906424896187
212,13,2.127100636060986
216,13,1.4601173926016868
220,13,2.3427255946016388
224,13,1.4892595410499807
