time,seed,sinkhorn_div
0,3,10.645232560039457
4,3,5.192851787436196
8,3,2.4332755234352765
12,3,2.1036040306109274
16,3,2.021595945366136
20,3,2.0074311721803215
24,3,1.9371344929147631
28,3,1.9110939517039396
32,3,2.0288395591236483
36,3,1.9339286745325748
40,3,1.916152373711706
44,3,1.9882178155938732
48,3,2.127698307141348
52,3,2.235446272977205
56,3,1.9317919418266418
60,3,1.9764968800866314
64,3,2.0672203147861388
68,3,2.053380165907767
72,3,1.8619666750473318
76,3,2.0789107364576025
80,3,1.9842051035322181
84,3,1.8934994119462438
88,3,2.017146519511351
92,3,1.9247934775604252
96,3,1.8743398775916673
100,3,1.9194712920212051
104,3,1.9028820239776096
108,3,1.9494537639941734
112,3,1.9612827680973355
116,3,1.8612119432277252
120,3,1.9409559253364077
124,3,1.8205631067223327
128,3,1.9333649471044045
132,3,1.9760187177543762
136,3,2.2067124398123794
140,3,1.9732283263147719
144,3,1.8759210867277336
148,3,1.95223972857061
152,3,1.9615198007907142
156,3,2.086748629819887
160,3,2.3068788616982143
164,3,2.045903215425507
168,3,1.925808919897408
172,3,2.269407390425316
176,3,2.0831514533440867
180,3,2.0797139453424607
184,3,1.9252714213462634
188,3,1.9630435409575275
192,3,2.016365565791498
196,3,1.9222590985310424
200,3,2.0218951264076885
204,3,2.0104552217518883
208,3,2.2049399401038867
212,3,2.101130671610438
216,3,2.2020535941327823
220,3,2.0040759038960227
224,3,2.110284340850081
228,3,1.8841337261444568
232,3,2.027858426248124
236,3,1.9517889106813064
240,3,1.9690251233855391
244,3,1.8184636103566005
248,3,1.9554692352574745
252,3,1.890301574281942
256,3,2.2112055639586163
260,3,2.266184034108116
264,3,1.9889444320649492
268,3,2.1081342650910257
272,3,1.9360733317090562
276,3,2.145965930088781
280,3,1.9453482873527932
284,3,2.09599616427471
288,3,2.0494609542741924
292,3,2.0693476893985556
296,3,2.1306665824576605
300,3,2.114026965782235
304,3,2.1541889678961588
308,3,2.0259812320694763
312,3,2.0559475012433204
316,3,1.8883511449451345
320,3,2.1998749697442634
324,3,2.091296224225764
328,3,2.327341856864474
332,3,1.9970427942595226
336,3,2.2284882365757825
340,3,2.3897008169129137
344,3,2.066368751690425
348,3,2.1076100064818934
352,3,1.9864365089576543
356,3,1.8589351999440278
360,3,1.9502076600839078
364,3,1.9288338692033489
368,3,1.9834238010364356
372,3,1.8268743948685866
376,3,1.9928672677958263
380,3,1.9152467139459506
384,3,1.8350204450003647
388,3,2.0963420480571373
392,3,1.9168854740579304
396,3,2.117481957260782
0,5,10.139556593370159
4,5,5.904477130890506
8,5,6.7496770145708
12,5,2.1827917383363027
16,5,2.4690605644254218
20,5,2.013854557782444
24,5,2.052249985590677
28,5,2.2120736912943366
32,5,1.9717859746844124
36,5,1.9351692331715575
