time,seed,eigh
0,11,0.5620554481723818
4,11,0.8781513883052441
8,11,1.441951198510308
12,11,3.374114466107378
16,11,1.9575293168453178
20,11,1.9961396098955293
24,11,1.5150391076521212
28,11,3.10851386126646
32,11,2.0651503487651204
36,11,1.4946188949891057
40,11,1.2744815886212224
44,11,1.8461000139224402
48,11,1.2849376248234898
52,11,1.82759623263943
56,11,1.17650023208159
60,11,2.941228090288396
64,11,2.5755229018345065
68,11,1.764002491790975
72,11,1.3101737547600953
76,11,4.848753022937512
80,11,1.4461362059460805
84,11,1.3302355223923914
88,11,3.6057360986582796
92,11,1.5768250940240918
96,11,0.9686738095641696
100,11,2.1904912208108485
104,11,1.9191027277494548
108,11,1.0922042199440394
112,11,1.3344895486065143
116,11,1.3719373920856062
120,11,1.8183267749768388
124,11,1.5786155044127996
128,11,2.008248006538531
132,11,1.6455561759011073
136,11,2.1402989795559244
140,11,1.3106013499968172
144,11,0.9414594582581335
148,11,3.0434174204723536
152,11,1.2268456476970397
156,11,2.8495627496407
160,11,1.9066247258018343
164,11,2.498084437800948
168,11,2.1452402956829917
172,11,4.9250211843464475
176,11,4.754947828110576
180,11,2.100898852060195
184,11,0.8862261837175157
188,11,1.9549177954692631
192,11,1.4669143467026764
196,11,1.1433189398846337
200,11,1.3553428331311317
204,11,1.6918029526807716
208,11,3.9875588796584003
212,11,2.062381558313637
216,11,0.9750097257798358
220,11,4.109092995000435
224,11,2.2361216021578114
228,11,1.1576350267927447
232,11,2.317652512585516
236,11,3.5672417167472306
240,11,1.1849000366924953
244,11,1.5042317236806024
248,11,1.3908997525191962
252,11,1.2019117353594837
256,11,1.3838073428719417
260,11,2.203684824375275
264,11,2.0372727574999323
268,11,4.079019969041067
272,11,1.821309322245006
276,11,3.0050416216312463
280,11,2.238242376855012
284,11,5.786265610773158
288,11,2.981283812814945
292,11,1.901143015233824
296,11,4.1136906542526726
300,11,1.4450033751236817
304,11,3.035951321006601
308,11,4.387668008983801
312,11,2.3418843796508084
316,11,3.1747290370024492
320,11,3.2976484141027487
324,11,1.5425455604265457
328,11,2.0026677709702256
332,11,1.2400832030663909
336,11,1.6769898885546308
340,11,3.363867741595041
344,11,1.4558968888942598
348,11,1.7748696623681324
352,11,1.3132333070296422
356,11,1.2371775494611659
360,11,1.558305608535913
364,11,1.3408697737479687
368,11,2.497671756481768
372,11,0.9724092141453046
376,11,2.525219374111178
380,11,2.6458702977354376
384,11,1.5053631373805834
388,11,3.3198105379139853
392,11,0.9324558745375258
396,11,1.1758163734343674
0,13,0.5463533077269841
4,13,1.399466793045333
8,13,1.6849189313986654
12,13,2.326280780777634
16,13,1.9690194871052535
20,13,1.9048556828349463
24,13,1.5667819280504076
28,13,1.7128138341870118
32,13,1.2374073740591938
36,13,1.2515868633589415
40,13,1.25738439017684
