time,seed,sinkhorn_div
0,3,3.5283989906311035
4,3,5.558126449584961
8,3,5.0251078605651855
12,3,3.810309648513794
16,3,3.586897134780884
20,3,4.693976879119873
24,3,3.717522144317627
28,3,2.58590030670166
32,3,3.0835158824920654
36,3,3.726553440093994
40,3,3.3033604621887207
44,3,4.781173229217529
48,3,3.5439553260803223
52,3,4.389718532562256
56,3,3.5230300426483154
60,3,3.6911489963531494
64,3,3.154492139816284
68,3,3.728440761566162
72,3,3.480046033859253
76,3,3.1826088428497314
80,3,3.3376803398132324
84,3,3.069807767868042
88,3,3.776215076446533
92,3,2.736055612564087
96,3,2.9790284633636475
100,3,4.519729137420654
104,3,2.926342487335205
108,3,3.055089235305786
112,3,3.269848585128784
116,3,3.3737175464630127
120,3,3.5928094387054443
124,3,3.0509934425354004
128,3,3.1742842197418213
132,3,2.8492085933685303
136,3,4.136086463928223
140,3,3.0782902240753174
144,3,3.21799635887146
148,3,3.9041926860809326
152,3,2.815221071243286
156,3,4.058373928070068
160,3,4.392327308654785
164,3,3.929058313369751
168,3,3.6317102909088135
172,3,2.9153387546539307
176,3,3.286787271499634
180,3,4.8147687911987305
184,3,3.643798828125
188,3,4.00783109664917
192,3,2.847074031829834
196,3,3.302173614501953
200,3,3.081376314163208
204,3,3.518162965774536
208,3,4.210631847381592
212,3,3.1921138763427734
216,3,3.170755386352539
220,3,3.490077495574951
224,3,3.7835538387298584
228,3,2.9620532989501953
232,3,3.7737514972686768
236,3,4.891557216644287
240,3,3.681002616882324
244,3,3.2786614894866943
248,3,3.4633307456970215
252,3,3.3594553470611572
256,3,3.211003065109253
260,3,3.7588894367218018
264,3,3.4360296726226807
268,3,3.660259485244751
272,3,3.5689003467559814
276,3,3.9269211292266846
280,3,3.2629358768463135
284,3,5.028252124786377
288,3,4.846376895904541
292,3,4.560146808624268
296,3,3.0745291709899902
300,3,3.8577427864074707
304,3,4.504655361175537
308,3,3.918229103088379
312,3,4.414864540100098
316,3,3.1351778507232666
320,3,4.414440155029297
324,3,2.4953296184539795
328,3,2.9038147926330566
332,3,3.8184080123901367
336,3,3.1785876750946045
340,3,3.863976001739502
344,3,3.2176637649536133
348,3,3.312527894973755
352,3,3.2064826488494873
356,3,3.1043598651885986
360,3,6.19956111907959
364,3,3.1948537826538086
368,3,4.009708404541016
372,3,2.6885015964508057
376,3,3.106127977371216
380,3,2.955533742904663
384,3,3.314600944519043
388,3,5.7074432373046875
392,3,3.8942432403564453
396,3,3.1251368522644043
0,5,4.053310871124268
4,5,6.606663227081299
8,5,5.010326385498047
12,5,9.498858451843262
16,5,3.910684108734131
20,5,3.6886773109436035
24,5,2.975538730621338
28,5,5.753910064697266
32,5,3.6537516117095947
36,5,3.0030102729797363
40,5,4.311034679412842
44,5,4.83494758605957
48,5,3.0965189933776855
52,5,3.2538869380950928
56,5,4.525686740875244
60,5,2.9851901531219482
64,5,3.2151501178741455
68,5,3.220794916152954
72,5,3.1796603202819824
76,5,3.7166948318481445
80,5,2.9919493198394775
84,5,4.49769926071167
88,5,3.4415082931518555
92,5,3.3768935203552246
96,5,2.9057459831237793
100,5,3.9863390922546387
104,5,4.2627763748168945
108,5,3.808802843093872
112,5,3.553826093673706
116,5,2.547122001647949
120,5,6.20463228225708
124,5,3.3812201023101807
128,5,5.576503276824951
132,5,2.8150453567504883
136,5,3.0959343910217285
140,5,5.366546154022217
144,5,2.9528274536132812
148,5,3.190805435180664
152,5,2.9845402240753174
156,5,4.067792892456055
160,5,3.7091064453125
164,5,3.9385721683502197
168,5,3.0570068359375
172,5,3.7327966690063477
176,5,3.042032241821289
180,5,3.6266486644744873
184,5,3.402008295059204
188,5,2.935760498046875
192,5,2.655684471130371
196,5,4.207606315612793
200,5,3.563192367553711
204,5,3.3889689445495605
208,5,2.7018160820007324
212,5,3.0506999492645264
216,5,2.9197723865509033
220,5,3.760974645614624
224,5,3.915358304977417
228,5,5.027480602264404
232,5,4.578664779663086
236,5,4.39739465713501
240,5,2.971144437789917
244,5,2.8596503734588623
248,5,2.994072437286377
252,5,3.668649673461914
256,5,3.366743326187134
260,5,4.668943405151367
264,5,3.6206064224243164
268,5,4.052088260650635
272,5,3.056640386581421
276,5,5.575037002563477
280,5,3.5787036418914795
284,5,4.1469879150390625
288,5,6.070498943328857
292,5,3.119019031524658
296,5,3.2558822631835938
300,5,3.2873833179473877
304,5,3.3459692001342773
308,5,3.4238121509552
312,5,4.60484504699707
316,5,2.965705633163452
320,5,4.6473388671875
324,5,3.080887794494629
328,5,4.749728202819824
332,5,2.7020955085754395
336,5,3.0610389709472656
340,5,5.415806293487549
344,5,4.4346137046813965
348,5,3.6351025104522705
352,5,3.8343238830566406
356,5,3.940154790878296
360,5,3.257411479949951
364,5,2.8740286827087402
368,5,3.047814130783081
372,5,3.4568729400634766
376,5,3.0615029335021973
380,5,2.8994221687316895
384,5,4.080651760101318
388,5,4.611467361450195
392,5,3.424462080001831
396,5,3.6539225578308105
0,7,3.5226850509643555
4,7,5.706478595733643
8,7,3.638406276702881
12,7,3.8732943534851074
16,7,3.551510810852051
20,7,3.9599571228027344
24,7,3.10213303565979
28,7,3.2584352493286133
32,7,3.882275104522705
36,7,3.283860445022583
40,7,3.122366189956665
44,7,3.4766018390655518
48,7,3.2070391178131104
52,7,3.889155387878418
56,7,4.5249176025390625
60,7,3.070530891418457
64,7,2.907093048095703
68,7,2.638681411743164
