time,seed,sinkhorn_div
0,3,5.489397059060447
1,3,8.242441587463869
2,3,6.569828845716738
3,3,6.204102715375503
4,3,6.107243236714302
5,3,3.7149563199706064
6,3,2.8230976079591974
7,3,2.4466936884677635
8,3,2.772902832073166
9,3,3.2094079897186982
10,3,3.1435234397716907
11,3,2.1950512930887904
12,3,2.251241871058198
13,3,2.430384790386
14,3,2.4832840929547353
15,3,1.876829780392098
16,3,1.8015160375130574
17,3,1.928538300719148
18,3,1.7790587482583702
19,3,1.8484371543232585
20,3,1.9737907546548623
21,3,2.1264453908948058
22,3,1.80993925266648
23,3,1.7345085436296341
24,3,1.7311787752449255
25,3,1.721325072380728
26,3,1.8534670020459874
27,3,1.8435427662394979
28,3,1.7396465297648684
29,3,1.774730933306617
30,3,1.8002527748216843
31,3,1.8151831662150242
32,3,1.8430057251872878
33,3,1.7821307765355754
34,3,1.8551684327272933
35,3,2.2691848674394
36,3,1.7150305991598773
37,3,1.8328965996246955
38,3,1.695261027174384
39,3,1.8524038600299035
40,3,1.8006027033867649
41,3,1.8559202267340287
42,3,1.8703769911735248
43,3,1.8045359626329953
44,3,1.9542261910336904
45,3,1.8404755044274457
46,3,1.967915130890325
47,3,1.821622908934263
48,3,1.691088428547098
49,3,1.829374228875793
50,3,1.8103369598342982
51,3,1.8365892268065416
52,3,1.7813758805617892
53,3,1.8285513486675034
54,3,1.7389134318306012
55,3,1.76563019878331
56,3,1.752740689345553
57,3,1.8323018539113707
58,3,1.7564936458690978
59,3,1.8421916518354666
60,3,1.821883608239908
61,3,1.9892435499381314
62,3,1.9379447918676385
63,3,2.08635327485251
64,3,1.9522499870996894
65,3,1.8102568854032575
66,3,1.8903306463943692
67,3,1.797409243567275
68,3,1.8133146494131924
69,3,1.8600269104436267
70,3,1.9504204908025302
71,3,1.785953535673785
72,3,1.8851445741129822
73,3,1.8547425465180163
74,3,1.8378111673138486
75,3,1.850864649093641
76,3,1.8563620254158746
77,3,1.665442883696583
78,3,1.6869914383504223
79,3,1.8673376557693835
80,3,1.8495458896138468
81,3,1.9262008983535106
82,3,1.9416848180465454
83,3,1.916783792261784
84,3,2.2697467012285837
85,3,2.5695291270371663
86,3,2.032173768310519
87,3,1.9638864297175473
88,3,2.1232522621228074
89,3,1.8226628662721815
90,3,1.811168115527448
91,3,1.9743302597961427
92,3,1.8455297640971433
93,3,1.767252079519823
94,3,1.7727633635975215
95,3,1.8320016431551231
96,3,1.5999562466122654
97,3,1.8006027033867649
98,3,1.6963254653459352
99,3,1.9130342173729145
100,3,1.8122113754402112
101,3,1.801338424047641
102,3,1.8432606839814976
103,3,1.8091323742573564
104,3,1.7629407209923516
105,3,1.7420160867843903
106,3,1.713546018585275
107,3,1.7525524190336137
108,3,1.6301840474652638
109,3,1.8166727506319882
110,3,2.028893732701388
111,3,1.8024927310029861
112,3,1.8536585279392492
113,3,1.9418444992729695
114,3,1.8935548763658687
115,3,2.1699792286102872
116,3,1.8001999982350934
117,3,1.8068895653025785
118,3,1.7358168373783063
119,3,1.850972721473836
120,3,1.7972200808675287
121,3,1.9271766914916966
122,3,1.8255546954864892
123,3,1.8686117701614906
124,3,1.8273149961873398
125,3,1.8404510208572682
126,3,1.8429188552189124
127,3,1.8022513853298774
128,3,1.7530915337018513
129,3,1.8223062492331696
130,3,1.99830179834923
131,3,1.816097438361827
132,3,1.8589325065775304
133,3,1.8347315946935263
134,3,1.9107511565212296
135,3,1.7834573420371145
136,3,1.9329355680223106
137,3,2.044869175389469
138,3,1.9622894733029381
139,3,1.9090102176622619
140,3,1.8079103698878702
141,3,2.133447908761926
142,3,2.0165986068001946
143,3,1.768123310798925
144,3,1.8796436028812853
145,3,1.7440240870177288
146,3,1.7720327317205002
147,3,1.7416658860833032
148,3,1.7355460260300295
149,3,1.7268699959051834
150,3,1.6980429604333616
151,3,1.7448352485641612
152,3,1.8285458724224286
153,3,1.8592471551620757
154,3,1.962495830555757
155,3,1.85178293453123
156,3,1.867750011290401
157,3,1.9370467363350679
158,3,1.8018684994159873
159,3,1.802259719536679
160,3,1.7943550684349077
161,3,1.8589405866653155
162,3,2.0027306512210603
163,3,1.801787982470983
164,3,1.9267174107008096
165,3,1.9589563826047158
166,3,1.8394564405189846
167,3,1.9857064533667257
168,3,1.8531540738119998
169,3,1.7905501797741001
170,3,1.8032221273777318
171,3,1.9651234240026048
172,3,2.1368060050597193
173,3,1.9672163181754383
174,3,1.9689642169000587
175,3,1.8272465608673778
176,3,1.894647716599706
177,3,2.0385729907369057
178,3,1.9686493015270532
179,3,2.096969293103035
180,3,1.9163767623032337
181,3,1.8894628941328946
182,3,1.8588948631659317
183,3,1.981850166754686
184,3,1.850237795006709
185,3,2.06531355871819
186,3,1.9640239120006662
187,3,1.9079334142610387
188,3,1.9664485740426185
189,3,1.857893987076487
190,3,1.8218726810813528
191,3,1.72851962503951
192,3,1.7404683616193233
193,3,1.691715132985239
194,3,1.759283916493932
195,3,1.7920156035595447
196,3,2.000814867910231
197,3,1.8663199096994534
198,3,1.933783874412291
199,3,1.8937977422858898
200,3,1.778974451525971
201,3,1.9918207766020304
202,3,1.8005137875873076
203,3,1.7939871760816901
204,3,1.7512995118378736
205,3,1.6930209374932872
206,3,1.8449281710570369
207,3,1.8853646863091156
208,3,1.9530514512519077
209,3,2.370805751146215
210,3,1.9713370869617677
211,3,1.7746013569802908
212,3,1.8854734366565666
213,3,1.963387406526924
214,3,1.7986133293946611
215,3,1.9012837991713534
216,3,1.816813171090542
217,3,1.9980190122270671
218,3,1.9018333423977662
219,3,1.9053241169659663
220,3,1.7837768834954593
221,3,2.0053103994840322
222,3,1.8141719735797623
223,3,1.9168463567453815
224,3,1.8120347445316867
225,3,1.9537783941254547
226,3,1.9560546875
227,3,1.86737781017676
228,3,2.1516784636718036
229,3,1.8467213884685467
230,3,1.860534883212621
231,3,1.8731284019380772
232,3,1.958208350664095
233,3,2.024201120162155
234,3,1.8529733039303982
235,3,1.8132843425154046
236,3,1.8809917716293003
237,3,2.127399772497568
238,3,2.056173621153415
239,3,1.9808911958341568
240,3,2.103829788082125
241,3,1.9558016327200192
242,3,2.0486752113903113
243,3,2.081607510673232
244,3,1.9084810427453003
245,3,1.8882452118938018
246,3,1.8462800592598239
247,3,1.8523120891901255
248,3,1.7307917377443105
249,3,1.7280306550635836
250,3,1.6503545091277632
251,3,1.751216737920063
252,3,1.827900408129112
253,3,1.819447717186441
254,3,1.7110961422465027
255,3,1.741878328131982
256,3,1.794215680858655
257,3,1.910444990618564
258,3,1.7127667407274376
259,3,1.808463435905791
260,3,1.9358357080233466
261,3,2.0641802099422986
262,3,1.8443562432281932
263,3,1.8945210564722548
264,3,1.9352157417303673
265,3,1.7888152772094115
266,3,1.8546374576955207
267,3,2.2929544009745877
268,3,2.1425335026617613
269,3,2.0902560103738033
270,3,1.9264163813439459
271,3,1.9505845294189872
272,3,1.903163161623336
273,3,1.9388140867402694
274,3,1.8538662384898221
275,3,1.8201730699308083
276,3,1.9082059362384933
277,3,1.8498351332944467
278,3,1.9456027630185597
279,3,1.9888966625329279
280,3,1.9641588355863033
281,3,2.054830916008368
282,3,2.366729792796249
283,3,2.0878313589650346
284,3,2.0351486352349744
285,3,2.1803715770668104
286,3,1.9871562780503136
287,3,2.0088628849008163
288,3,2.4132530065027944
289,3,1.9594718653631908
290,3,1.8624124160757467
291,3,1.917430545787435
292,3,1.9083631715843354
293,3,1.9901557884386487
294,3,1.7147244561830697
295,3,1.7787832613828904
296,3,1.7502856702609297
297,3,1.8200384760551875
298,3,1.8950752027984206
299,3,2.244615788366471
300,3,1.8008498304965663
301,3,1.9057124896560869
302,3,1.9729749365489273
303,3,1.9223449256569052
304,3,1.9558297312177404
305,3,1.8801037309314876
306,3,2.007047633679236
307,3,1.8981095646948787
308,3,1.9980440708412934
309,3,1.9951792075758552
310,3,2.0466240881965185
311,3,1.9984919107410375
312,3,1.9211715403254774
313,3,1.99125086887913
314,3,1.9987646102132726
315,3,1.751482199632609
316,3,1.8403532128697788
317,3,1.7463075647716837
318,3,1.8133918278155867
319,3,1.8316413122799415
320,3,1.9271922793823182
321,3,1.9200598976607106
322,3,2.025472788307539
323,3,2.224544855778065
324,3,1.7497999894421528
325,3,1.8303660814552163
326,3,1.7643667142905235
327,3,1.9688321656534975
328,3,1.9623149881807316
329,3,2.2925989739904344
330,3,2.012103412480852
331,3,1.9109605215437293
332,3,1.9104345076077003
333,3,1.9190570672571272
334,3,1.8127520813430877
335,3,1.8732191529665967
336,3,1.796170901134453
337,3,1.8119988899732815
338,3,1.9583411182762864
339,3,1.9035913657046906
340,3,1.929523229363777
341,3,1.8640895665674622
342,3,1.9280404540681177
343,3,1.9290205076916234
344,3,1.8324109560369364
345,3,2.0079641322013884
346,3,2.0202871416924117
347,3,2.0032223729882985
348,3,1.8994551705665668
349,3,1.838284554662948
350,3,1.9799444644537803
351,3,1.968425784587138
352,3,1.7516905929184787
353,3,1.8373948826208797
354,3,1.8977565721587242
355,3,1.8351375703928727
356,3,1.91163543656816
357,3,1.9937678034355237
358,3,1.8551118848840984
359,3,1.9386954157589682
360,3,1.9440344476630453
361,3,1.855774800006025
362,3,1.9192029784865998
363,3,1.7741223327965
364,3,1.8279825138741517
365,3,2.100104751699098
366,3,2.0674210996690863
367,3,1.8375935329584194
368,3,1.9983567997771814
369,3,2.0493071571561297
370,3,1.8426611319779462
371,3,1.8052478927559856
372,3,1.8073267278284375
373,3,1.8714085833689507
374,3,1.8208212734960751
375,3,1.8660680375814753
376,3,1.905809570462371
377,3,2.140161171664004
378,3,1.8439739543871025
379,3,1.8174157403569275
380,3,1.7943745339983286
381,3,1.8221443356691
382,3,1.7910806525519511
383,3,1.798424293343634
384,3,1.7530288370723335
385,3,1.7895110788143618
386,3,1.8721458328289124
387,3,2.1485134041989267
388,3,1.950176913232403
389,3,1.932578573665219
390,3,1.9652557244503173
391,3,1.8917505366124354
392,3,1.733251259156665
393,3,1.80252044168804
394,3,1.7673567659648983
395,3,1.7338252528002713
396,3,1.8711386657293279
397,3,1.9008498073244748
398,3,1.915173640135248
399,3,1.6316647670969882
400,3,1.7035638786187461
401,3,1.803934576011228
402,3,1.9088189996565172
403,3,2.106770016010316
404,3,1.912022464947424
