time,seed,sinkhorn_div
0,3,5.7392663700857165
1,3,4.834481311262895
2,3,4.701584877475618
3,3,3.6198591413544077
4,3,3.1624785049371407
5,3,2.5089181144430497
6,3,2.865208579521323
7,3,3.10421170878321
8,3,2.5457867128522778
9,3,2.569741229080476
10,3,2.885778870325224
11,3,2.9626018909042195
12,3,2.79659077995683
13,3,2.6309409351917754
14,3,2.731420872142176
15,3,2.4119494427622064
16,3,2.4183113705851276
17,3,2.6783147470920903
18,3,2.8750408003855936
19,3,2.7588439395814124
20,3,3.0572405436637284
21,3,2.95089136654973
22,3,3.216268082533411
23,3,3.027279327691558
24,3,2.830989167112202
25,3,2.8861288208632816
26,3,2.578456880420107
27,3,2.9552614264861496
28,3,3.1061825105945617
29,3,2.762920544404486
30,3,2.500565941648797
31,3,2.5952495238892848
32,3,2.577044821358663
33,3,2.5872514503999096
34,3,2.6517371943421666
35,3,2.667345099773672
36,3,3.017757472168305
37,3,2.8524130192967863
38,3,2.958550369109855
39,3,2.762285274255874
0,5,5.772058717192402
1,5,5.398273736040405
2,5,5.662868610704261
3,5,4.496351882590507
4,5,3.200050031747703
5,5,2.6788411486022423
6,5,2.4484893345412604
7,5,2.482095884562797
8,5,2.4258524074959924
9,5,2.642037098741789
10,5,2.7282448199375122
11,5,2.9698551730927063
12,5,3.0782658113909873
13,5,2.980999860526168
14,5,2.781158017126903
15,5,2.937361044336422
16,5,3.08170571197427
17,5,3.618563231818797
18,5,2.6309314199663514
19,5,2.6587064267969867
20,5,2.7551951320935264
21,5,2.753052837625499
22,5,3.269045703707314
23,5,2.783709777760702
24,5,2.6899331190168905
25,5,2.754592528629107
26,5,2.5173836004779977
27,5,2.5612106801296637
28,5,2.810110306118988
29,5,2.652772130066972
30,5,2.400641605922606
31,5,2.6068390727122543
32,5,2.8355016452257833
33,5,2.6046957673763704
34,5,2.7542040508308894
35,5,2.7949525843438683
36,5,3.0969500704846222
37,5,3.597834115700261
38,5,2.8925248784451822
39,5,2.8787792079435994
0,7,5.611773389921762
1,7,4.7072030570304895
2,7,4.6955446512778
3,7,3.8247183452951674
4,7,3.2716601515277723
5,7,3.1751739934869736
6,7,3.1504935468308846
7,7,2.5813794489214414
8,7,2.5173657004362053
9,7,2.6152552517662344
10,7,2.8619573220323824
11,7,3.017820359664499
12,7,3.0920996068921958
13,7,3.7717290134196264
14,7,3.027066204515282
15,7,2.7288275549260943
16,7,2.637356603258779
17,7,2.636051980943117
18,7,3.393907777269493
19,7,2.837812492203416
20,7,3.1812151114418707
21,7,3.3255902160878685
22,7,2.675202823686022
23,7,2.5810056372148273
24,7,2.486121469496229
25,7,2.511712580031059
26,7,2.422321204643004
27,7,2.6029502672624294
28,7,2.7684237010184325
29,7,2.4256834541792855
30,7,2.9532896934482626
31,7,2.9137879106762936
32,7,2.6033862254215374
33,7,2.4678553638211302
34,7,2.8211947511495152
35,7,2.6997666858602902
36,7,2.481414950866991
37,7,2.603774221731582
38,7,2.6682521954347536
39,7,2.9291023178593076
0,11,5.2212096488403485
1,11,4.051041862322344
2,11,4.145937868778014
3,11,3.1362748265414586
4,11,3.038359808402781
5,11,2.7180728288258784
6,11,2.7233692259117768
7,11,3.041476587775151
